url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_question_marks,num_equals,num_at,num_ampersand,num_exclamation,num_percent,num_digits,special_char_count,num_subdomains,has_https,has_ip,suspicious_keyword_count,has_shortener,has_redirect,has_at_symbol,suspicious_tld,legitimate_tld,url_entropy,domain_entropy,has_encoding,digit_ratio,label
58,16,17,3,0,0,4,0,1,0,0,0,0,2,16,0,1,0,1,0,0,0,0,1,3.3569,3.434,0,0.0074,0
194,41,40,9,4,0,8,3,5,0,0,1,1,16,22,3,1,1,4,0,1,1,0,0,4.5875,4.8105,0,0.3154,1
28,7,12,2,1,0,2,0,2,0,0,0,0,3,13,1,1,0,0,0,0,0,0,1,2.8247,3.2549,0,0.0288,0
46,8,14,1,0,0,3,0,0,0,0,0,0,1,13,1,1,0,0,0,0,0,0,1,2.501,2.4817,0,0.0618,0
46,20,7,3,1,0,1,0,1,0,0,0,0,3,14,0,1,0,0,0,0,0,0,1,3.4263,3.4333,0,0.0419,0
31,11,13,2,1,0,3,0,0,0,0,0,0,3,15,1,1,0,0,0,0,0,0,1,3.7164,3.129,0,0.0303,0
185,26,12,5,8,0,3,2,4,0,2,0,0,13,40,5,0,1,5,0,1,0,1,0,5.3212,3.7671,1,0.1322,1
34,18,15,3,0,0,2,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,0,1,3.1247,2.0805,0,0.0733,0
50,13,14,1,1,0,2,0,2,0,0,0,0,0,16,1,1,0,1,0,0,0,0,1,3.3462,3.024,0,0.0113,0
113,42,39,4,5,0,6,3,3,1,0,1,2,16,23,4,1,0,4,1,0,1,1,0,5.3839,3.9427,1,0.1309,1
33,20,10,1,0,0,4,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0,1,3.3532,2.9922,0,0.0688,0
200,31,53,6,3,2,4,2,3,1,1,0,0,12,25,3,1,1,4,1,1,1,1,0,4.1235,4.6508,0,0.3896,1
27,14,16,1,1,0,2,0,1,0,0,0,0,2,17,0,1,0,1,0,0,0,0,1,2.8339,3.042,0,0.0333,0
20,10,7,2,1,0,1,0,2,0,0,0,0,4,9,1,1,0,0,0,0,0,0,1,2.9559,2.3213,0,0.0726,0
47,9,14,2,0,0,2,0,0,0,0,0,0,4,13,1,1,0,1,0,0,0,0,1,3.1605,2.5692,0,0.043,0
191,32,57,6,7,1,5,4,2,0,1,1,1,12,48,5,1,1,4,1,1,0,0,0,4.9294,3.7021,0,0.2729,1
156,24,45,9,4,2,6,4,6,1,1,1,0,8,33,3,1,0,5,0,0,1,1,0,5.3842,3.6726,1,0.2748,1
29,6,0,3,1,0,2,0,2,0,0,0,0,2,5,1,1,0,0,0,0,0,0,1,2.9909,2.9326,0,0.052,0
29,9,10,1,1,0,3,0,0,0,0,0,0,3,20,0,1,0,0,0,0,0,0,1,3.02,3.2361,0,0.0112,0
99,26,54,9,3,0,7,3,6,0,2,0,0,16,29,3,0,0,4,0,1,1,0,0,4.5937,4.3057,0,0.1171,1
81,45,67,4,8,3,10,4,5,0,1,0,1,19,34,5,1,0,5,1,1,1,1,0,4.9308,3.8986,1,0.2009,1
57,20,19,2,1,0,1,0,0,0,0,0,0,3,17,0,1,0,0,0,0,0,0,1,3.3854,3.4138,0,0.0629,0
23,8,10,3,0,0,1,0,0,0,0,0,0,4,19,0,1,0,1,0,0,0,0,1,2.6458,2.8784,0,0.0036,0
24,6,9,1,1,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,3.3991,3.0829,0,0.0412,0
35,6,17,2,0,0,1,0,2,0,0,0,0,4,14,1,1,0,0,0,0,0,0,1,3.662,2.9679,0,0.0585,0
34,15,3,2,1,0,1,0,0,0,0,0,0,4,15,1,1,0,0,0,0,0,0,1,3.3176,2.8434,0,0.0173,0
180,45,33,7,6,3,10,2,2,0,1,0,1,8,28,3,0,1,2,0,1,1,0,0,4.9381,3.8284,1,0.3857,1
82,16,14,7,4,1,7,3,6,0,1,0,0,18,24,4,1,0,2,0,0,1,1,0,4.3532,3.8466,0,0.1647,1
45,11,6,1,0,0,4,0,2,0,0,0,0,1,6,1,1,0,1,0,0,0,0,1,3.6116,2.5429,0,0.0224,0
59,13,6,1,1,0,3,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,1,2.605,2.2811,0,0.0574,0
38,18,14,1,0,0,3,0,0,0,0,0,0,2,18,1,1,0,1,0,0,0,0,1,3.2254,2.2167,0,0.0138,0
153,46,69,4,4,1,8,3,4,0,1,1,2,12,54,5,0,0,5,1,1,0,0,0,5.4979,4.0977,0,0.3007,1
62,36,22,10,6,3,5,2,3,1,2,1,2,20,35,5,1,1,5,1,1,1,0,0,5.1639,4.6753,0,0.3169,1
153,46,49,7,6,1,3,3,6,0,2,0,1,20,49,4,0,0,4,0,1,0,0,0,5.1267,4.6889,1,0.1997,1
193,35,18,4,4,1,3,1,4,0,1,1,2,17,30,4,0,1,2,0,1,0,0,0,5.044,4.6869,1,0.2316,1
70,21,40,7,7,3,10,4,6,1,2,1,0,12,26,3,0,1,2,1,0,0,1,0,4.1346,3.5851,0,0.2437,1
199,22,73,9,8,1,6,4,6,1,2,0,0,10,58,5,1,1,5,1,1,1,0,0,4.4493,3.7166,0,0.1665,1
176,45,66,9,6,1,8,2,2,0,1,0,1,17,60,4,0,1,6,0,0,0,1,0,5.4366,4.8183,1,0.2788,1
47,14,9,2,0,0,2,0,2,0,0,0,0,0,14,1,1,0,0,0,0,0,0,1,3.1425,2.5465,0,0.0338,0
52,13,12,2,0,0,1,0,2,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,2.5899,3.3549,0,0.0623,0
175,49,54,6,8,3,7,2,4,1,2,0,1,6,52,3,1,0,4,0,0,1,0,0,4.0417,4.0806,0,0.1626,1
39,13,0,3,0,0,1,0,2,0,0,0,0,3,6,1,1,0,0,0,0,0,0,1,3.158,3.0142,0,0.0609,0
38,15,7,2,0,0,1,0,1,0,0,0,0,2,7,0,1,0,0,0,0,0,0,1,3.4722,2.5465,0,0.0012,0
60,15,11,3,0,0,3,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,1,3.7662,2.2815,0,0.0707,0
103,24,30,9,6,0,8,1,2,0,0,0,2,5,27,2,1,1,6,0,1,1,0,0,5.3965,4.4458,0,0.3767,1
169,34,28,9,8,3,7,3,6,1,2,0,0,16,30,4,1,1,3,0,0,0,1,0,4.8949,4.3178,1,0.2463,1
111,46,39,5,6,0,10,2,3,1,0,0,2,15,52,2,0,1,2,1,1,0,0,0,4.605,4.5093,0,0.21,1
145,40,10,7,8,3,3,4,2,0,0,1,1,20,58,5,1,0,6,0,1,0,1,0,4.624,4.7471,0,0.2787,1
103,26,80,5,8,2,8,1,2,1,2,1,1,19,54,3,1,0,2,0,1,1,1,0,4.3857,4.0194,0,0.1646,1
22,10,10,2,0,0,3,0,0,0,0,0,0,1,13,1,1,0,1,0,0,0,0,1,3.031,3.4317,0,0.0674,0
106,40,24,5,8,2,9,4,2,0,1,1,2,11,23,3,1,0,4,0,1,0,0,0,4.065,4.0423,0,0.2613,1
67,46,40,8,7,3,6,1,2,1,2,0,1,5,25,5,1,0,6,0,0,1,1,0,4.178,4.0645,1,0.1057,1
41,20,19,3,1,0,3,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,1,3.6238,2.7601,0,0.0424,0
104,27,11,5,7,3,8,3,6,1,1,1,2,10,39,5,1,1,6,1,1,0,0,0,5.2103,4.0736,1,0.3394,1
69,49,21,10,3,3,7,3,5,0,2,1,2,5,30,2,1,1,3,1,1,0,1,0,4.3441,4.3542,0,0.3687,1
38,19,13,2,0,0,3,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,1,3.0317,2.6522,0,0.0016,0
48,10,9,1,0,0,2,0,1,0,0,0,0,2,5,1,1,0,1,0,0,0,0,1,3.7516,2.5809,0,0.0296,0
45,16,2,3,0,0,4,0,1,0,0,0,0,4,12,0,1,0,1,0,0,0,0,1,3.104,2.0259,0,0.0433,0
24,20,3,1,0,0,2,0,0,0,0,0,0,3,15,1,1,0,1,0,0,0,0,1,3.571,2.4692,0,0.0381,0
83,21,56,10,5,2,5,4,4,1,1,1,0,16,39,4,1,1,5,1,0,1,0,0,4.5516,3.588,0,0.3286,1
60,34,27,7,4,1,6,3,4,1,2,1,2,17,53,2,0,0,2,1,1,0,0,0,4.5907,4.3277,1,0.1801,1
104,33,47,10,8,1,5,3,6,0,0,1,2,13,35,3,1,1,3,1,0,1,0,0,5.0107,4.7917,1,0.248,1
50,9,15,2,1,0,3,0,2,0,0,0,0,1,7,1,1,0,1,0,0,0,0,1,3.3387,2.8574,0,0.0604,0
158,22,40,5,7,2,9,2,4,1,1,0,0,17,42,5,0,1,4,0,1,1,1,0,4.653,4.2824,1,0.1709,1
113,44,29,8,3,0,9,2,5,0,0,1,0,12,29,3,0,1,6,0,1,0,1,0,5.4859,4.7098,1,0.217,1
57,7,13,3,0,0,1,0,0,0,0,0,0,2,18,1,1,0,0,0,0,0,0,1,2.768,3.1683,0,0.049,0
182,22,71,5,4,1,9,3,3,1,2,0,0,7,24,2,1,0,5,1,0,0,0,0,5.4516,3.7588,1,0.2826,1
119,38,72,10,7,1,8,4,6,1,1,0,2,14,49,4,1,1,4,0,0,1,1,0,4.9624,4.6986,1,0.1056,1
29,15,19,3,1,0,1,0,0,0,0,0,0,4,11,0,1,0,1,0,0,0,0,1,3.2956,2.2455,0,0.014,0
45,20,15,3,0,0,1,0,0,0,0,0,0,1,17,0,1,0,1,0,0,0,0,1,3.0012,3.032,0,0.0136,0
77,40,58,9,7,3,10,3,4,1,2,1,0,16,26,3,1,1,4,0,0,0,1,0,4.6347,3.8674,0,0.1696,1
31,15,3,1,0,0,1,0,2,0,0,0,0,1,7,0,1,0,0,0,0,0,0,1,3.4841,3.3045,0,0.0473,0
36,9,1,2,0,0,1,0,0,0,0,0,0,2,12,0,1,0,1,0,0,0,0,1,2.8309,2.4434,0,0.0493,0
192,46,68,7,7,0,7,3,4,1,2,1,2,14,57,4,1,1,6,1,1,0,1,0,4.1508,4.9249,1,0.1633,1
191,32,68,7,3,2,3,4,2,1,2,1,2,5,42,2,1,0,5,0,1,1,1,0,5.1266,3.6915,0,0.124,1
104,15,74,9,5,2,6,1,6,0,1,1,1,11,30,2,0,0,3,1,0,0,0,0,4.9322,4.557,1,0.2446,1
125,39,43,7,4,1,3,4,3,1,1,1,0,10,43,2,0,1,5,0,1,1,0,0,4.6658,4.4371,1,0.2588,1
65,22,73,4,5,2,10,3,6,0,1,1,1,5,41,2,1,0,5,1,1,0,1,0,5.1802,3.5349,1,0.271,1
133,27,12,4,6,3,8,3,2,1,0,1,1,11,34,5,1,0,6,0,1,1,1,0,5.3448,4.5087,0,0.3485,1
112,38,50,8,5,3,10,1,5,1,2,1,1,20,44,2,0,1,3,0,0,1,0,0,4.446,4.1794,0,0.3731,1
62,18,24,9,5,3,10,4,3,0,1,0,1,10,35,2,0,1,5,0,1,0,0,0,5.1708,4.1435,0,0.1399,1
149,35,33,5,5,3,10,3,6,1,1,1,2,7,50,3,1,1,3,1,0,1,0,0,5.1567,4.9124,1,0.1194,1
132,35,67,7,6,0,9,4,3,0,1,0,1,20,36,4,0,0,5,0,0,1,0,0,5.4102,3.7165,1,0.1462,1
79,32,31,9,6,2,8,2,3,0,0,1,1,8,58,3,0,1,6,1,1,1,0,0,5.3576,4.9445,1,0.3651,1
24,19,3,2,1,0,1,0,2,0,0,0,0,0,18,1,1,0,0,0,0,0,0,1,3.5729,2.374,0,0.0151,0
26,15,1,3,0,0,4,0,1,0,0,0,0,4,17,0,1,0,0,0,0,0,0,1,2.5012,2.6496,0,0.0177,0
49,12,8,3,0,0,3,0,0,0,0,0,0,4,8,1,1,0,0,0,0,0,0,1,3.5762,3.134,0,0.0254,0
87,25,64,6,4,0,7,4,5,0,0,1,1,12,60,3,1,0,2,0,1,0,0,0,4.075,4.2579,0,0.3589,1
29,15,0,1,0,0,2,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,1,3.6843,3.4753,0,0.008,0
94,43,36,7,6,0,6,1,4,0,2,0,1,6,34,3,0,1,4,1,1,0,0,0,5.0613,4.7055,0,0.1737,1
121,49,38,4,8,1,8,2,2,0,1,0,2,15,35,2,0,0,4,0,0,1,1,0,4.3541,4.0413,1,0.2554,1
37,6,11,3,1,0,2,0,2,0,0,0,0,1,19,1,1,0,1,0,0,0,0,1,3.5292,3.3395,0,0.0078,0
55,18,2,3,1,0,3,0,1,0,0,0,0,0,17,1,1,0,0,0,0,0,0,1,2.9446,2.3714,0,0.0757,0
200,45,80,7,4,0,10,2,3,0,2,1,0,15,36,5,0,1,2,1,1,1,0,0,4.9343,3.5016,1,0.3022,1
52,18,3,1,0,0,4,0,0,0,0,0,0,3,8,0,1,0,0,0,0,0,0,1,2.8118,3.0985,0,0.0583,0
66,33,80,7,6,2,9,2,2,1,2,0,2,5,27,5,1,0,4,0,0,1,1,0,4.8992,4.6203,0,0.1378,1
110,25,61,9,7,3,6,1,2,1,0,0,2,20,44,3,0,1,5,0,1,0,0,0,4.5174,4.0484,0,0.3903,1
27,20,19,3,0,0,4,0,0,0,0,0,0,3,6,0,1,0,1,0,0,0,0,1,3.2502,2.112,0,0.051,0
121,32,32,7,3,3,3,4,5,1,1,1,2,13,44,4,1,0,4,0,1,0,0,0,4.9692,4.0802,0,0.3548,1
167,41,51,5,6,0,3,2,6,0,1,1,2,9,55,3,1,1,2,1,0,0,0,0,4.7972,4.9184,1,0.2404,1
93,28,80,7,5,2,3,3,3,1,0,1,2,11,20,2,0,1,3,0,0,1,1,0,4.369,3.5698,1,0.2018,1
53,6,6,2,0,0,1,0,1,0,0,0,0,2,7,1,1,0,1,0,0,0,0,1,2.8734,3.3512,0,0.0657,0
94,33,62,4,4,3,7,3,4,1,2,0,2,20,45,2,0,0,6,1,0,1,1,0,4.492,3.83,1,0.3981,1
56,12,4,2,0,0,2,0,1,0,0,0,0,0,19,0,1,0,0,0,0,0,0,1,2.9132,3.4076,0,0.0302,0
29,8,8,2,0,0,1,0,2,0,0,0,0,4,9,1,1,0,1,0,0,0,0,1,3.6601,2.8019,0,0.0123,0
199,46,80,8,8,2,4,2,5,0,1,0,2,16,31,2,1,1,2,1,0,1,0,0,5.0275,4.3951,1,0.3019,1
119,25,11,5,4,3,5,1,2,1,0,0,1,17,38,2,1,0,2,1,1,0,1,0,5.2024,4.9727,0,0.1527,1
36,15,6,3,0,0,1,0,0,0,0,0,0,2,8,0,1,0,1,0,0,0,0,1,3.6153,2.887,0,0.0565,0
175,29,39,9,4,2,10,3,4,1,2,0,2,15,39,3,0,0,5,0,0,0,1,0,4.0158,4.7733,1,0.1103,1
48,8,3,3,0,0,1,0,1,0,0,0,0,3,6,0,1,0,0,0,0,0,0,1,3.5776,2.0936,0,0.0459,0
125,46,22,8,3,0,3,1,6,0,2,0,1,11,22,3,1,1,3,1,1,0,1,0,4.4141,4.6505,0,0.2264,1
160,39,56,7,6,1,7,2,4,1,2,1,0,19,52,5,0,1,6,1,1,1,1,0,5.1958,4.8961,0,0.2118,1
55,19,15,2,0,0,1,0,2,0,0,0,0,2,7,0,1,0,1,0,0,0,0,1,3.247,2.069,0,0.0687,0
34,9,3,3,1,0,1,0,2,0,0,0,0,2,19,0,1,0,0,0,0,0,0,1,3.183,3.1774,0,0.012,0
128,36,21,9,8,0,6,4,5,1,2,1,0,7,35,3,0,0,6,0,1,0,1,0,5.0817,3.7733,1,0.3432,1
59,6,11,2,1,0,4,0,1,0,0,0,0,4,6,1,1,0,0,0,0,0,0,1,2.6645,2.5115,0,0.0572,0
153,44,37,5,6,0,6,3,2,1,1,1,1,8,55,4,0,1,5,0,1,1,0,0,4.8836,4.3478,1,0.1666,1
148,20,23,7,7,0,7,1,6,0,0,1,0,8,49,3,0,1,4,1,1,0,0,0,4.9283,4.2496,0,0.3208,1
37,17,11,3,1,0,4,0,1,0,0,0,0,2,6,0,1,0,1,0,0,0,0,1,3.7023,2.8635,0,0.0435,0
23,18,16,3,1,0,1,0,2,0,0,0,0,3,11,1,1,0,0,0,0,0,0,1,3.5348,2.9238,0,0.0728,0
54,10,3,3,0,0,1,0,1,0,0,0,0,3,17,0,1,0,1,0,0,0,0,1,2.9463,2.6507,0,0.0133,0
35,14,17,3,1,0,1,0,1,0,0,0,0,1,9,1,1,0,1,0,0,0,0,1,3.7508,2.3905,0,0.0461,0
60,10,19,2,0,0,3,0,0,0,0,0,0,4,15,0,1,0,1,0,0,0,0,1,3.2235,2.8001,0,0.0766,0
35,20,8,3,1,0,4,0,0,0,0,0,0,1,20,0,1,0,1,0,0,0,0,1,3.4359,2.7723,0,0.0135,0
38,6,10,3,1,0,3,0,1,0,0,0,0,0,6,1,1,0,1,0,0,0,0,1,3.2047,3.3674,0,0.0376,0
35,17,0,1,0,0,4,0,2,0,0,0,0,3,17,1,1,0,0,0,0,0,0,1,3.0743,3.4291,0,0.0383,0
28,7,4,3,0,0,4,0,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,1,2.6714,2.4634,0,0.0238,0
141,48,72,10,8,2,5,3,6,1,2,0,2,20,33,4,0,0,5,0,0,0,0,0,4.0003,4.3632,0,0.1235,1
41,7,3,1,1,0,3,0,2,0,0,0,0,0,20,1,1,0,0,0,0,0,0,1,2.9823,3.2679,0,0.0588,0
63,41,24,10,6,3,4,1,5,0,0,0,1,8,24,3,1,1,5,1,1,0,0,0,4.411,3.6115,1,0.3943,1
50,20,12,3,1,0,4,0,1,0,0,0,0,2,14,1,1,0,1,0,0,0,0,1,3.7861,2.2393,0,0.0379,0
23,13,19,2,1,0,2,0,2,0,0,0,0,2,17,0,1,0,1,0,0,0,0,1,2.648,2.365,0,0.0558,0
34,20,7,2,1,0,3,0,1,0,0,0,0,4,18,0,1,0,0,0,0,0,0,1,3.6476,2.6979,0,0.0558,0
155,38,10,5,3,2,10,3,5,1,0,1,1,10,38,2,0,0,5,1,0,0,0,0,4.4825,3.8018,0,0.2875,1
60,35,68,4,7,2,8,1,4,0,1,1,1,14,21,2,0,0,6,0,1,1,1,0,4.9625,3.5615,0,0.3234,1
104,22,14,4,4,0,3,1,4,1,2,0,2,7,56,3,0,1,4,0,0,0,0,0,4.3103,4.0076,1,0.1875,1
56,6,12,3,1,0,4,0,1,0,0,0,0,2,18,0,1,0,0,0,0,0,0,1,3.2601,2.3407,0,0.0595,0
147,48,58,7,3,2,3,2,4,0,1,0,0,9,55,2,1,0,5,1,1,0,0,0,4.0722,4.3186,1,0.2479,1
155,27,35,10,6,2,6,2,4,0,0,0,0,9,25,4,1,0,6,1,1,1,0,0,5.2217,4.5898,0,0.2732,1
33,15,9,1,1,0,1,0,1,0,0,0,0,2,8,1,1,0,0,0,0,0,0,1,3.4942,2.5248,0,0.0066,0
68,50,75,4,3,1,3,1,2,1,0,1,1,7,57,4,0,0,5,1,1,1,1,0,4.1132,4.4537,0,0.2119,1
57,7,18,2,1,0,3,0,2,0,0,0,0,4,19,0,1,0,1,0,0,0,0,1,2.5443,3.19,0,0.031,0
60,20,8,2,1,0,4,0,0,0,0,0,0,2,16,1,1,0,1,0,0,0,0,1,3.1641,2.8444,0,0.0063,0
41,12,3,3,1,0,4,0,2,0,0,0,0,1,20,0,1,0,0,0,0,0,0,1,3.728,3.2765,0,0.0341,0
91,45,72,7,3,2,3,4,3,1,1,1,1,8,57,5,1,1,6,0,1,0,0,0,4.447,4.4297,0,0.3265,1
81,21,60,4,8,3,5,2,3,1,1,0,2,18,23,3,1,0,6,0,1,0,1,0,4.0013,3.6842,1,0.2661,1
54,12,3,2,1,0,4,0,1,0,0,0,0,4,9,1,1,0,1,0,0,0,0,1,3.6093,2.611,0,0.0558,0
193,44,10,6,4,2,10,4,4,1,2,0,2,7,42,2,0,1,3,1,0,1,1,0,5.276,3.5056,1,0.3663,1
23,8,8,1,0,0,4,0,1,0,0,0,0,0,19,1,1,0,1,0,0,0,0,1,3.3569,2.7912,0,0.0431,0
23,7,4,1,1,0,2,0,2,0,0,0,0,4,10,0,1,0,0,0,0,0,0,1,3.7727,2.7888,0,0.0658,0
58,7,0,3,0,0,1,0,0,0,0,0,0,1,20,1,1,0,1,0,0,0,0,1,3.1167,2.6506,0,0.052,0
125,39,68,8,3,1,4,4,4,0,1,0,0,19,32,3,0,1,4,0,1,1,0,0,4.2101,4.6857,1,0.24,1
22,16,1,3,1,0,3,0,1,0,0,0,0,4,14,0,1,0,1,0,0,0,0,1,3.4048,2.3712,0,0.0719,0
47,17,10,2,0,0,1,0,2,0,0,0,0,3,17,0,1,0,0,0,0,0,0,1,3.1095,2.6665,0,0.0056,0
148,15,25,6,7,1,5,3,3,1,2,0,0,16,21,4,0,0,6,1,0,1,0,0,4.8132,4.0861,0,0.3273,1
45,18,10,3,0,0,3,0,0,0,0,0,0,2,15,1,1,0,1,0,0,0,0,1,3.6816,2.7406,0,0.0462,0
172,45,57,5,8,3,6,4,6,0,1,1,1,14,50,3,0,0,3,0,0,0,0,0,4.8343,4.8204,0,0.1677,1
97,46,24,8,7,1,6,1,6,1,1,1,0,12,41,4,0,0,3,0,0,0,1,0,4.4047,3.7578,0,0.3761,1
46,17,2,3,1,0,3,0,2,0,0,0,0,1,13,1,1,0,0,0,0,0,0,1,3.2285,2.6454,0,0.0723,0
86,43,64,4,5,1,7,2,4,1,2,1,0,12,48,4,0,0,4,0,1,1,1,0,4.4907,3.5614,1,0.1037,1
75,23,41,4,5,3,5,1,5,1,2,0,0,12,32,2,1,1,3,0,1,1,1,0,4.9277,4.707,1,0.2575,1
25,11,18,2,1,0,3,0,1,0,0,0,0,1,5,1,1,0,1,0,0,0,0,1,3.111,3.4188,0,0.0283,0
88,46,49,10,5,1,3,2,5,0,2,1,2,20,46,4,1,0,2,1,0,1,1,0,4.2377,3.9282,1,0.2097,1
128,50,52,5,7,2,3,1,6,1,1,0,1,15,24,5,0,0,4,0,1,0,0,0,4.6329,4.5504,1,0.266,1
24,6,18,2,0,0,1,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,1,3.1684,2.8714,0,0.0617,0
41,17,1,1,1,0,2,0,2,0,0,0,0,1,14,1,1,0,0,0,0,0,0,1,3.3969,3.043,0,0.0169,0
113,27,60,7,3,1,4,4,4,1,2,0,1,6,47,2,1,1,5,1,0,0,0,0,5.0765,4.7449,1,0.2536,1
180,24,14,5,4,0,5,1,3,0,1,1,0,8,39,2,1,1,6,0,1,0,0,0,4.7067,4.8355,0,0.1773,1
43,19,4,2,1,0,1,0,2,0,0,0,0,0,18,0,1,0,0,0,0,0,0,1,3.0031,2.0284,0,0.0565,0
146,38,80,10,5,1,3,2,3,0,1,0,0,8,25,3,1,1,3,1,0,0,0,0,4.162,4.9871,1,0.1894,1
99,24,16,7,6,2,9,2,3,1,2,1,2,10,46,5,1,0,2,0,0,1,1,0,5.1327,4.4382,0,0.1927,1
144,16,15,8,3,1,3,3,2,1,0,0,1,9,21,2,0,0,2,1,0,0,0,0,4.7106,4.1139,1,0.3394,1
180,34,57,9,4,3,9,4,2,1,0,0,0,19,28,4,0,1,2,0,0,0,0,0,5.29,3.8594,0,0.2153,1
151,15,43,6,8,2,7,3,2,1,2,1,0,18,58,3,0,0,3,0,0,1,0,0,5.2346,4.842,0,0.3422,1
58,10,7,1,0,0,2,0,2,0,0,0,0,4,12,0,1,0,0,0,0,0,0,1,2.6258,3.4813,0,0.0586,0
197,24,42,10,3,3,3,3,3,1,2,1,1,18,28,3,1,0,2,0,1,0,0,0,4.5172,3.5123,0,0.3787,1
46,7,16,1,1,0,3,0,0,0,0,0,0,4,10,0,1,0,1,0,0,0,0,1,3.3957,3.1659,0,0.0103,0
52,6,10,2,0,0,4,0,2,0,0,0,0,2,14,1,1,0,1,0,0,0,0,1,2.7747,3.3098,0,0.0721,0
172,15,75,5,6,2,8,1,3,1,1,1,2,5,29,4,0,0,3,1,0,0,1,0,4.472,3.8445,1,0.2497,1
36,7,3,3,0,0,2,0,1,0,0,0,0,3,6,1,1,0,0,0,0,0,0,1,2.94,2.5878,0,0.0692,0
51,7,9,2,0,0,4,0,0,0,0,0,0,2,10,1,1,0,1,0,0,0,0,1,2.7481,2.6671,0,0.0506,0
137,20,52,6,5,3,8,4,3,1,2,1,2,18,45,2,0,1,3,0,1,1,0,0,4.4967,4.7805,1,0.3524,1
133,26,38,4,6,3,5,4,2,0,2,0,0,20,46,3,1,1,2,1,0,0,0,0,5.1448,4.2634,0,0.1838,1
29,12,16,2,0,0,3,0,2,0,0,0,0,1,11,1,1,0,1,0,0,0,0,1,3.2423,2.7857,0,0.0262,0
84,47,16,9,4,0,9,2,4,1,0,1,1,8,35,4,0,1,3,1,0,0,0,0,4.7556,4.6309,0,0.1642,1
139,49,51,7,8,0,6,3,6,0,2,0,1,7,45,2,0,1,4,1,0,0,1,0,4.5575,3.7912,1,0.2997,1
50,6,7,2,0,0,4,0,2,0,0,0,0,2,13,1,1,0,0,0,0,0,0,1,2.7749,3.2574,0,0.0636,0
130,23,18,7,6,2,6,2,6,0,1,0,1,20,58,2,0,1,3,1,1,1,1,0,4.6355,4.5262,1,0.2465,1
187,47,57,4,7,1,9,1,3,1,0,0,2,11,39,3,1,0,6,0,1,1,0,0,4.2115,4.5827,0,0.108,1
20,14,11,3,1,0,4,0,1,0,0,0,0,4,19,0,1,0,0,0,0,0,0,1,2.7937,2.1456,0,0.0149,0
40,13,2,1,0,0,1,0,2,0,0,0,0,3,17,0,1,0,1,0,0,0,0,1,2.6607,2.8786,0,0.047,0
23,9,10,3,0,0,4,0,0,0,0,0,0,3,12,0,1,0,0,0,0,0,0,1,3.6811,2.4611,0,0.0694,0
165,36,38,10,4,2,9,1,3,0,1,0,0,20,30,5,0,0,5,0,0,1,0,0,4.8214,3.891,1,0.1541,1
56,9,4,3,0,0,2,0,2,0,0,0,0,4,8,0,1,0,0,0,0,0,0,1,3.4868,2.8543,0,0.0498,0
62,32,29,8,7,3,7,1,6,1,2,0,2,6,59,3,1,0,3,1,1,0,0,0,4.4421,3.6027,0,0.2734,1
52,7,18,2,0,0,4,0,0,0,0,0,0,0,13,1,1,0,1,0,0,0,0,1,3.6478,2.8147,0,0.0612,0
114,40,12,8,4,3,7,4,6,1,1,0,1,9,52,3,1,1,6,1,1,0,0,0,4.6173,4.1584,1,0.2309,1
147,22,59,8,8,1,6,2,5,0,2,1,2,15,53,4,1,0,3,1,0,1,0,0,4.6496,4.4381,0,0.3204,1
47,19,19,2,1,0,4,0,1,0,0,0,0,1,16,1,1,0,1,0,0,0,0,1,3.5985,2.9774,0,0.0338,0
59,18,0,3,0,0,2,0,1,0,0,0,0,0,9,1,1,0,1,0,0,0,0,1,2.8664,2.0277,0,0.0273,0
148,50,12,5,7,3,9,3,4,0,1,0,1,10,49,5,1,0,5,1,1,0,1,0,4.1646,3.7672,1,0.3988,1
87,41,56,7,3,3,8,1,3,1,0,0,2,12,31,5,1,1,2,0,1,0,0,0,4.6172,4.5718,0,0.1501,1
187,17,62,10,8,1,5,4,3,1,2,1,0,16,31,3,0,0,3,0,1,1,1,0,4.0347,3.5339,0,0.1547,1
37,7,16,2,1,0,4,0,1,0,0,0,0,2,16,0,1,0,0,0,0,0,0,1,2.6813,2.2074,0,0.0635,0
33,18,14,3,1,0,2,0,0,0,0,0,0,4,14,1,1,0,1,0,0,0,0,1,3.506,2.5964,0,0.021,0
38,7,11,2,1,0,4,0,0,0,0,0,0,0,19,1,1,0,1,0,0,0,0,1,2.6823,2.0735,0,0.0775,0
147,38,22,4,3,0,4,1,4,1,0,0,0,18,29,4,0,0,3,1,1,1,0,0,5.3835,3.9574,0,0.264,1
